id,municipio,departamento
15476,Motavita,Boyaca
15480,Muzo,Boyaca
15491,Nobsa,Boyaca
15494,Nuevo Colon,Boyaca
15500,Oicata,Boyaca
15507,Otanche,Boyaca
15511,Pachavita,Boyaca
15514,Paez-Boyacá,Boyaca
15516,Paipa,Boyaca
15522,Panqueba,Boyaca
15531,Pauna,Boyaca
15537,Paz de Rio,Boyaca
76122,Caicedonia,Valle del Cauca
15542,Pesca,Boyaca
15550,Pisba,Boyaca
15572,Puerto Boyaca,Boyaca
15580,Quipama,Boyaca
15599,Ramiriqui,Boyaca
15600,Raquira,Boyaca
15621,Rondon,Boyaca
15632,Saboya,Boyaca
15638,Sachica,Boyaca
15646,Samaca,Boyaca
15667,San Luis de Gaceno,Boyaca
15673,San Mateo,Boyaca
15676,San Miguel de Sema,Boyaca
15681,San Pablo de Borbur,Boyaca
15686,Santana,Boyaca
15690,Santa Maria - Boyaca,Boyaca
15693,Santa Rosa de Viterbo,Boyaca
15720,Sativanorte,Boyaca
15723,Sativasur,Boyaca
15753,Soata,Boyaca
15755,Socota,Boyaca
15757,Socha,Boyaca
15759,Sogamoso,Boyaca
15761,Somondoco,Boyaca
15762,Sora,Boyaca
15763,Sotaquira,Boyaca
15764,Soraca,Boyaca
15774,Susacon,Boyaca
15778,Sutatenza,Boyaca
15790,Tasco,Boyaca
15798,Tenza,Boyaca
15804,Tibana,Boyaca
15806,Tibasosa,Boyaca
15810,Tipacoque,Boyaca
15814,Toca,Boyaca
15816,Togüi,Boyaca
15820,Topaga,Boyaca
15822,Tota,Boyaca
15832,Tunungua,Boyaca
15835,Turmeque,Boyaca
15837,Tuta,Boyaca
15839,Tutaza,Boyaca
15842,Umbita,Boyaca
15861,Ventaquemada,Boyaca
15879,Viracacha,Boyaca
15897,Zetaquira,Boyaca
17001,Manizales,Caldas
17013,Aguadas,Caldas
17042,Anserma,Caldas
17050,Aranzazu,Caldas
17088,Belalcazar,Caldas
17174,Chinchina,Caldas
17272,Filadelfia,Caldas
17380,La Dorada,Caldas
17388,La Merced,Caldas
17433,Manzanares,Caldas
17442,Marmato,Caldas
17486,Neira,Caldas
17495,Norcasia,Caldas
17524,Palestina - Caldas,Caldas
17614,Riosucio - Caldas,Caldas
17616,Risaralda - Caldas,Caldas
17653,Salamina - Caldas,Caldas
17662,Samana,Caldas
17665,San Jose,Caldas
17777,Supia,Caldas
17867,Victoria,Caldas
17873,Villamaria,Caldas
17877,Viterbo,Caldas
18001,Florencia - Caqueta,Caqueta
18029,Albania - Caqueta,Caqueta
18247,El Doncello,Caqueta
18256,El Paujil,Caqueta
18410,La Montañita,Caqueta
18479,Morelia,Caqueta
18592,Puerto Rico - Caqueta,Caqueta
18610,San Jose del Fragua,Caqueta
18753,San Vicente del Caguan,Caqueta
18756,Solano,Caqueta
19001,Popayan,Cauca
19022,Almaguer,Cauca
19050,Argelia - Cauca,Cauca
19075,Balboa - Cauca,Cauca
19100,Bolivar - Cauca,Cauca
19110,Buenos Aires,Cauca
19130,Cajibio,Cauca
19137,Caldono,Cauca
19142,Caloto,Cauca
19212,Corinto,Cauca
19256,El Tambo - Cauca,Cauca
19300,Guachene,Cauca
19318,Guapi,Cauca
19355,Inza,Cauca
19392,La Sierra,Cauca
19397,La Vega - Cauca,Cauca
19418,Lopez,Cauca
19450,Mercaderes,Cauca
19455,Miranda,Cauca
19473,Morales - Cauca,Cauca
19517,Paez-Cauca,Cauca
19532,Patia,Cauca
19533,Piamonte,Cauca
19573,Puerto Tejada,Cauca
19585,Purace,Cauca
19622,Rosas,Cauca
19698,Santander de Quilichao,Cauca
19701,Santa Rosa - Cauca,Cauca
19760,Sotara,Cauca
19780,Suarez - Cauca,Cauca
19785,Sucre - Cauca,Cauca
19807,Timbio,Cauca
19809,Timbiqui,Cauca
19821,Toribio,Cauca
19824,Totoro,Cauca
19845,Villa Rica,Cauca
20001,Valledupar,Cesar
20011,Aguachica,Cesar
20013,Agustin Codazzi,Cesar
20032,Astrea,Cesar
20045,Becerril,Cesar
20060,Bosconia,Cesar
20175,Chimichagua,Cesar
20178,Chiriguana,Cesar
20228,Curumani,Cesar
20238,El Copey,Cesar
20250,El Paso,Cesar
20295,Gamarra,Cesar
20383,La Gloria,Cesar
20400,La Jagua de Ibirico,Cesar
20443,Manaure - Cesar,Cesar
20517,Pailitas,Cesar
20550,Pelaya,Cesar
20614,Rio de Oro,Cesar
20621,La Paz - Cesar,Cesar
20710,San Alberto,Cesar
20750,San Diego,Cesar
20770,San Martin - Cesar,Cesar
20787,Tamalameque,Cesar
23001,Monteria,Cordoba
23068,Ayapel,Cordoba
23079,Buenavista - Cordoba,Cordoba
23189,Cienaga de Oro,Cordoba
23350,Cienaga de Oro,Cordoba
23417,Lorica,Cordoba
23419,Los Cordobas,Cordoba
23466,Montelibano,Cordoba
23555,Planeta Rica,Cordoba
23574,Puerto Escondido,Cordoba
23580,Puerto Libertador,Cordoba
23672,San Antero,Cordoba
23678,San Carlos - Cordoba,Cordoba
23682,San Jose de Ure,Cordoba
23686,San Pelayo,Cordoba
23807,Tierralta,Cordoba
23855,Valencia,Cordoba
25001,Agua de Dios,Cundinamarca
25019,Alban - Cundinamarca,Cundinamarca
25035,Anapoima,Cundinamarca
25053,Arbelaez,Cundinamarca
25086,Beltran,Cundinamarca
25099,Bojaca,Cundinamarca
25126,Cajica,Cundinamarca
25148,Caparrapi,Cundinamarca
25151,Caqueza,Cundinamarca
25154,Carmen de Carupa,Cundinamarca
25168,Chaguani,Cundinamarca
25175,Chia,Cundinamarca
25178,Chipaque,Cundinamarca
25181,Choachi,Cundinamarca
25183,Choconta,Cundinamarca
25200,Cogua,Cundinamarca
25214,Cota,Cundinamarca
25224,Cucunuba,Cundinamarca
25245,El Colegio,Cundinamarca
25258,El Peñon - Cundinamarca,Cundinamarca
25260,El Rosal,Cundinamarca
25281,Fosca,Cundinamarca
25290,Fusagasuga,Cundinamarca
25293,Gachala,Cundinamarca
25295,Gachancipa,Cundinamarca
25297,Gacheta,Cundinamarca
25307,Girardot,Cundinamarca
25312,Granada - Cundinamarca,Cundinamarca
25317,Guacheta,Cundinamarca
25320,Guaduas,Cundinamarca
25322,Guasca,Cundinamarca
25324,Guataqui,Cundinamarca
25326,Guatavita,Cundinamarca
25328,Guayabal de Siquima,Cundinamarca
25335,Guayabetal,Cundinamarca
25339,Gutierrez,Cundinamarca
25368,Jerusalen,Cundinamarca
25372,Junin,Cundinamarca
25377,La Calera,Cundinamarca
25402,La Vega - Cundinamarca,Cundinamarca
25407,Lenguazaque,Cundinamarca
25426,Macheta,Cundinamarca
25430,Madrid,Cundinamarca
25436,Manta,Cundinamarca
25438,Medina,Cundinamarca
25473,Mosquera - Cundinamarca,Cundinamarca
25483,Nariño - Cundinamarca,Cundinamarca
25486,Nemocon,Cundinamarca
25488,Nilo,Cundinamarca
76126,Calima,Valle del Cauca
76130,Candelaria - Valle del Cauca,Valle del Cauca
25513,Pacho,Cundinamarca
25518,Paime,Cundinamarca
25524,Pandi,Cundinamarca
25530,Paratebueno,Cundinamarca
25535,Pasca,Cundinamarca
25572,Puerto Salgar,Cundinamarca
25580,Puli,Cundinamarca
25592,Quebradanegra,Cundinamarca
25594,Quetame,Cundinamarca
25599,Apulo,Cundinamarca
25612,Ricaurte - Cundinamarca,Cundinamarca
25645,San Antonio del Tequendama,Cundinamarca
25649,San Bernardo,Cundinamarca
25653,San Cayetano - Cundinamarca,Cundinamarca
25658,San Francisco - Cundinamarca,Cundinamarca
25662,San Juan de Rio Seco,Cundinamarca
25718,Sasaima,Cundinamarca
25736,Sesquile,Cundinamarca
25740,Sibate,Cundinamarca
25743,Silvania,Cundinamarca
25745,Simijaca,Cundinamarca
25754,Soacha,Cundinamarca
25758,Sopo,Cundinamarca
25769,Subachoque,Cundinamarca
25772,Suesca,Cundinamarca
25779,Susa,Cundinamarca
25781,Sutatausa,Cundinamarca
25785,Tabio,Cundinamarca
25793,Tausa,Cundinamarca
25805,Tibacuy,Cundinamarca
25807,Tibirita,Cundinamarca
25815,Tocaima,Cundinamarca
25817,Tocancipa,Cundinamarca
25823,Topaipi,Cundinamarca
25839,Ubala,Cundinamarca
25841,Ubaque,Cundinamarca
25843,Villa de San Diego de Ubate,Cundinamarca
25845,Une,Cundinamarca
25851,utica,Cundinamarca
25867,Viani,Cundinamarca
25873,Villapinzon,Cundinamarca
25875,Villeta,Cundinamarca
25885,Yacopi,Cundinamarca
25899,Zipaquira,Cundinamarca
27001,Quibdo,Choco
27006,Acandi,Choco
27025,Alto Baudo,Choco
27050,Atrato,Choco
27073,Bagado,Choco
27077,Bajo Baudo,Choco
27099,Bojaya,Choco
27135,El Canton del San Pablo,Choco
27160,Certegui,Choco
27205,Condoto,Choco
27245,El Carmen de Atrato,Choco
27361,Istmina,Choco
27413,Lloro,Choco
27425,Medio Atrato,Choco
27430,Medio Baudo,Choco
27450,Medio San Juan,Choco
27491,Novita,Choco
27580,Rio Iro,Choco
27600,Rio Quito,Choco
27615,Riosucio - Choco,Choco
27660,San Jose del Palmar,Choco
27745,Sipi,Choco
27787,Tado,Choco
27800,Unguia,Choco
27810,Union Panamericana,Choco
41001,Neiva,Huila
41013,Agrado,Huila
41016,Aipe,Huila
41026,Altamira,Huila
41078,Baraya,Huila
41132,Campoalegre,Huila
41244,Elias,Huila
41298,Garzon,Huila
41306,Gigante,Huila
41349,Hobo,Huila
41357,Iquira,Huila
41359,Isnos,Huila
41396,La Plata,Huila
41483,Nataga,Huila
41503,Oporapa,Huila
41518,Paicol,Huila
41524,Palermo,Huila
41551,Pitalito,Huila
41615,Rivera,Huila
41668,San Agustin,Huila
41676,Santa Maria - Huila,Huila
41770,Suaza,Huila
41791,Tarqui,Huila
41797,Tesalia,Huila
41799,Tello,Huila
41801,Teruel,Huila
41807,Timana,Huila
41885,Yaguara,Huila
44001,Riohacha,La Guajira
44035,Albania - La Guajira,La Guajira
44078,Barrancas,La Guajira
44090,Dibulla,La Guajira
44098,Distraccion,La Guajira
44110,El Molino,La Guajira
44279,Fonseca,La Guajira
44378,Hatonuevo,La Guajira
44430,Maicao,La Guajira
44560,Manaure - La Guajira,La Guajira
44650,San Juan del Cesar,La Guajira
44847,Uribia,La Guajira
44874,Villanueva - La Guajira,La Guajira
47001,Santa Marta,Magdalena
47030,Algarrobo,Magdalena
47053,Aracataca,Magdalena
47058,Ariguani,Magdalena
47189,Cienaga - Magalena,Magdalena
47245,El Banco,Magdalena
47318,Guamal - Magdalena,Magdalena
47555,Plato,Magdalena
47707,Santa Ana,Magdalena
47798,Tenerife,Magdalena
47980,Zona Bananera,Magdalena
50001,Villavicencio,Meta
50006,Acacias,Meta
50110,Barranca de Upia,Meta
50124,Cabuyaro,Meta
50150,Castilla la Nueva,Meta
50223,Cubarral,Meta
50226,Cumaral,Meta
50245,El Calvario,Meta
50251,El Castillo,Meta
50270,El Dorado,Meta
50287,Fuente de Oro,Meta
50313,Granada - Meta,Meta
50318,Guamal - Meta,Meta
50325,Mapiripan,Meta
50330,Mesetas,Meta
50350,La Macarena,Meta
50370,Uribe,Meta
50450,Puerto Concordia,Meta
50568,Puerto Gaitan,Meta
50573,Puerto Lopez,Meta
50577,Puerto Lleras,Meta
50590,Puerto Rico - Meta,Meta
50606,Restrepo - Meta,Meta
50680,San Carlos de Guaroa,Meta
50683,San Juan de Arama,Meta
50689,San Martin - Meta,Meta
50711,Vistahermosa,Meta
52001,Pasto,Nariño
52051,Arboleda,Nariño
52079,Barbacoas,Nariño
52110,Buesaco,Nariño
52203,Colon - Nariño,Nariño
52207,Consaca,Nariño
52210,Contadero,Nariño
52224,Cuaspud,Nariño
52233,Cumbitara,Nariño
52250,El Charco,Nariño
52254,El Peñol,Nariño
52258,El Tablón de Gómez,Nariño
52287,Funes,Nariño
52352,Iles,Nariño
52354,Imues,Nariño
52356,Ipiales,Nariño
52385,La Llanada,Nariño
52399,La Union - Nariño,Nariño
52418,Los Andes,Nariño
52427,Magüi,Nariño
52435,Mallama,Nariño
52480,Nariño - Nariño,Nariño
52506,Ospina,Nariño
52540,Policarpa,Nariño
52560,Potosi,Nariño
52573,Puerres,Nariño
52585,Pupiales,Nariño
52621,Roberto Payan,Nariño
52678,Samaniego,Nariño
52683,Sandona,Nariño
52687,San Lorenzo,Nariño
52693,San Pablo - Nariño,Nariño
52694,San Pedro de Cartago,Nariño
52696,Santa Barbara - Nariño,Nariño
52699,Santacruz,Nariño
52720,Sapuyes,Nariño
52835,San Andres de Tumaco,Nariño
52838,Tuquerres,Nariño
52885,Yacuanquer,Nariño
54001,Cucuta,Norte de Santander
54003,Abrego,Norte de Santander
54051,Arboledas - Norte de Santander,Norte de Santander
54099,Bochalema,Norte de Santander
54109,Bucarasica,Norte de Santander
54125,Cacota,Norte de Santander
54172,Chinacota,Norte de Santander
54174,Chitaga,Norte de Santander
54206,Convencion,Norte de Santander
54239,Durania,Norte de Santander
54261,El Zulia,Norte de Santander
54347,Herran,Norte de Santander
54377,Labateca,Norte de Santander
54385,La Esperanza,Norte de Santander
54405,Cucunuba,Cundinamarca
54480,Mutiscua,Norte de Santander
54498,Ocaña,Norte de Santander
54518,Pamplona,Norte de Santander
54520,Guamal - Meta,Meta
54660,Cienaga - Magalena,Magdalena
54673,Amaga,Antioquia
54680,Santiago - Norte de Santander,Norte de Santander
54720,Sardinata,Norte de Santander
54810,Tibu,Norte de Santander
54820,Aipe,Huila
54874,Villa del Rosario,Norte de Santander
63001,Armenia - Quindio,Quindio
63111,Buenavista - Quindio,Quindio
63130,Calarca,Quindio
63212,Cordoba - Quindio,Quindio
63272,Filandia,Quindio
63302,Genova,Quindio
63401,La Tebaida,Quindio
63470,Montenegro,Quindio
63548,Pijao,Quindio
63594,Quimbaya,Quindio
63690,Salento,Quindio
66001,Pereira,Risaralda
66045,Apia,Risaralda
66075,Aipe,Huila
66088,Belen de Umbria - Risaralda,Risaralda
66318,Guatica,Risaralda
66400,Cienaga - Magalena,Magdalena
66440,Marsella,Risaralda
66456,Mistrato,Risaralda
66572,Pueblo Rico,Risaralda
66594,Quinchia,Risaralda
66682,La Dorada,Caldas
66687,Santuario,Risaralda
68001,Bucaramanga,Santander
68013,Aguada,Santander
68020,Albania - Santander,Santander
68051,Aratoca,Santander
68079,Barichara,Santander
68081,Barrancabermeja,Santander
68092,Betulia - Santander,Santander
68101,Bolivar - Santander,Santander
68121,Cabrera - Santander,Santander
68132,California,Santander
68147,Capitanejo,Santander
68160,Cepita,Santander
68167,Charala,Santander
68169,Charta,Santander
68179,Chipata,Santander
68190,Cimitarra,Santander
68207,Concepcion - Santander,Santander
68211,Contratacion,Santander
68217,Barrancabermeja,Santander
68229,Curiti,Santander
68235,El Carmen de Chucuri,Santander
68255,El Playon,Santander
68266,Enciso,Santander
68276,Floridablanca,Santander
68298,Cucuta,Norte de Santander
68307,Giron,Santander
68318,Guaca,Santander
68320,Guadalupe,Santander
68324,Guavata,Santander
68377,La Belleza,Santander
68385,Landazuri,Santander
68397,Cucuta,Norte de Santander
68406,Lebrija,Santander
68418,Los Santos,Santander
68425,Macaravita,Santander
68432,Malaga,Santander
68444,Matanza,Santander
68464,Mogotes,Santander
68468,Molagavita,Santander
68498,Ocamonte,Santander
68500,Oiba,Santander
68533,Paramo,Santander
68547,Piedecuesta,Santander
68549,Pinchote,Santander
68575,Puerto Wilches,Santander
68615,Chitaraque,Boyaca
68655,Sabana de Torres,Santander
68669,San Andres - Santander,Santander
68679,Guateque,Boyaca
68684,San Jose de Miranda,Santander
68686,San Miguel - Santander,Santander
68689,San Vicente de Chucuri,Santander
68705,Santa Barbara - Santander,Santander
68755,Socorro,Santander
68773,Sucre - Santander,Santander
68780,Surata,Santander
68820,Tona,Santander
68855,Valle de San Jose,Santander
68861,Velez,Santander
68867,Vetas,Santander
68872,Chia,Cundinamarca
68895,Zapatoca,Santander
70001,Cucunuba,Cundinamarca
70124,Caimito,Sucre
70215,Corozal,Sucre
70265,Guaranda,Sucre
70473,Morroa,Sucre
70508,Ovejas,Sucre
70678,San Benito Abad,Sucre
70708,San Marcos,Sucre
70713,San Onofre,Sucre
70771,Sucre - Sucre,Sucre
70820,Santiago de Tolu,Sucre
70823,Chitaraque,Boyaca
73001,Cucuta,Norte de Santander
73026,Alvarado,Tolima
73030,Ambalema,Tolima
73043,Anzoategui,Tolima
73055,Armero,Tolima
73067,Ataco,Tolima
73124,Cajamarca,Tolima
73148,Carmen de Apicala,Tolima
73152,Casabianca,Tolima
73168,Chaparral,Tolima
73200,Coello,Tolima
73217,Coyaima,Tolima
73268,Espinal,Tolima
73270,Falan,Tolima
73275,Flandes,Tolima
73283,Fresno,Tolima
73319,Guamo,Tolima
73349,Honda,Tolima
73352,Icononzo,Tolima
73408,Lerida,Tolima
73411,Libano,Tolima
73443,Mariquita,Tolima
73449,Melgar,Tolima
73461,Murillo,Tolima
73504,Ortega,Tolima
73520,Palocabildo,Tolima
73547,Piedras,Tolima
73585,Purificacion,Tolima
73622,Roncesvalles,Tolima
73624,Rovira,Tolima
73671,Saldaña,Tolima
73678,Guamal - Meta,Meta
73686,Santa Isabel,Tolima
73770,Guamal - Meta,Meta
73854,Valle de San Juan,Tolima
73861,Venadillo,Tolima
73873,El Zulia,Norte de Santander
76001,Cali,Valle del Cauca
76036,Andalucia,Valle del Cauca
76041,Ansermanuevo,Valle del Cauca
76100,Bolivar - Valle del Cauca,Valle del Cauca
76109,Buenaventura,Valle del Cauca
76111,Guadalajara de Buga,Valle del Cauca
76113,Bugalagrande,Valle del Cauca
76147,Cartago,Valle del Cauca
76233,Dagua,Valle del Cauca
76243,El aguila,Valle del Cauca
76248,El Cerrito,Valle del Cauca
76250,El Dovio,Valle del Cauca
76306,Ginebra,Valle del Cauca
76318,Guacari,Valle del Cauca
76364,Aguadas,Caldas
76400,La Union - Valle del Cauca,Valle del Cauca
76403,La Victoria - Valle del Cauca,Valle del Cauca
76497,Obando,Valle del Cauca
76520,Palmira,Valle del Cauca
76563,Pradera,Valle del Cauca
76606,Restrepo - Valle del Cauca,Valle del Cauca
76616,Pitalito,Huila
76622,Cienaga - Magalena,Magdalena
76736,Moniquira,Boyaca
76828,Trujillo,Valle del Cauca
76834,Tulua,Valle del Cauca
76869,Cali,Valle del Cauca
76890,Yotoco,Valle del Cauca
76892,Cienaga - Magalena,Magdalena
76895,Zarzal,Valle del Cauca
81001,Arauca - Arauca,Arauca
81065,Arauquita,Arauca
81220,Cravo Norte,Arauca
81736,Guateque,Boyaca
81794,Tame,Arauca
85001,Guamal - Meta,Meta
85010,Aguazul,Casanare
85125,Hato Corozal,Casanare
85139,Mani,Casanare
85162,Monterrey,Casanare
85225,Guateque,Boyaca
85230,Orocue,Casanare
85250,Guateque,Boyaca
85263,Chia,Cundinamarca
85279,Recetor,Casanare
85300,Sabanalarga - Casanare,Casanare
85410,Guateque,Boyaca
85430,Trinidad,Casanare
85440,Villanueva - Casanare,Casanare
86001,Mocoa,Putumayo
86219,Colon - Putumayo,Putumayo
86320,Aguadas,Caldas
86568,Puerto Asis,Putumayo
86569,Guateque,Boyaca
86571,Puerto Guzman,Putumayo
86573,Leguizamo,Putumayo
86749,Sibundoy,Putumayo
86755,Pitalito,Huila
86757,San Miguel - Putumayo,Putumayo
86760,Santiago - Putumayo,Putumayo
86865,Valle del Guamuez,Putumayo
86885,Villagarzon,Putumayo
91001,Leticia,Amazonas
94001,Inirida,Guainia
95001,San Jose del Guaviare,Guaviare
95025,El Retorno,Guaviare
97001,Mitu,Vaupes
97666,Taraira,Vaupes
99001,Guateque,Boyaca
99524,La Primavera,Vichada
99624,Santa Rosalia,Vichada
99773,Cumaribo,Vichada
1001,Colombia,Colombia
5000,Antioquia,Antioquia
5051,Arboletes,Antioquia
5059,Armenia,Antioquia
5091,Betania,Antioquia
5093,Betulia,Antioquia
5101,Ciudad Bolívar,Antioquia
5148,El Carmen de Viboral,Antioquia
5150,Carolina,Antioquia
5209,Concordia,Antioquia
5264,Entrerrios,Antioquia
5266,Envigado,Antioquia
5306,Giraldo,Antioquia
5313,Granada,Antioquia
5321,Guatapé,Antioquia
5353,Hispania,Antioquia
5368,Jericó,Antioquia
5376,La Ceja,Antioquia
5380,La Estrella,Antioquia
5440,Marinilla,Antioquia
5475,Murindó,Antioquia
5543,Peque,Antioquia
5576,Pueblorrico,Antioquia
5631,Sabaneta,Antioquia
5647,San Andrés de Cuerquía,Antioquia
5656,San Jerónimo,Antioquia
5658,San José de La Montaña,Antioquia
5665,San Pedro de Urabá,Antioquia
5697,El Santuario,Antioquia
8000,Atlántico,Atlántico
8137,Campo de La Cruz,Atlántico
8141,Candelaria,Atlántico
8549,Piojó,Atlántico
8558,Polonuevo,Atlántico
8560,Ponedera,Atlántico
8675,Santa Lucía,Atlántico
8758,Soledad,Atlántico
8770,Suan,Atlántico
8849,Usiacurí,Atlántico
13000,Bolívar,Bolívar
13006,Achí,Bolívar
13052,Arjona,Bolívar
13140,Calamar,Bolívar
13188,Cicuco,Bolívar
13222,Clemencia,Bolívar
13244,El Carmen de Bolívar,Bolívar
13268,El Peñón,Bolívar
13468,Mompós,Bolívar
13549,Pinillos,Bolívar
13580,Regidor,Bolívar
13620,San Cristóbal,Bolívar
13650,San Fernando,Bolívar
13654,San Jacinto,Bolívar
13873,Villanueva,Bolívar
15000,Boyacá,Boyacá
15022,Almeida,Boyacá
15109,Buenavista,Boyacá
15135,Campohermoso,Boyacá
15162,Cerinza,Boyacá
15172,Chinavita,Boyacá
15212,Coper,Boyacá
